,label
GCA_000474035.1_ASM47403v1.AGX34878.1,False
GCA_000474035.1_ASM47403v1.AGX34881.1,False
GCA_000474035.1_ASM47403v1.AGX34885.1,False
GCA_000474035.1_ASM47403v1.AGX34893.1,False
GCA_000474035.1_ASM47403v1.AGX34898.1,False
GCA_000474035.1_ASM47403v1.AGX34901.1,False
GCA_000474035.1_ASM47403v1.AGX34910.1,False
GCA_000474035.1_ASM47403v1.AGX34916.1,False
GCA_000474035.1_ASM47403v1.AGX34917.1,False
GCA_000474035.1_ASM47403v1.AGX34922.1,False
GCA_000474035.1_ASM47403v1.AGX34926.1,False
GCA_000474035.1_ASM47403v1.AGX34928.1,False
GCA_000474035.1_ASM47403v1.AGX34943.1,True
GCA_000474035.1_ASM47403v1.AGX34957.1,False
GCA_000474035.1_ASM47403v1.AGX34960.1,True
GCA_000474035.1_ASM47403v1.AGX34962.1,True
GCA_000474035.1_ASM47403v1.AGX34986.1,False
GCA_000474035.1_ASM47403v1.AGX34991.1,False
GCA_000474035.1_ASM47403v1.AGX35011.1,False
GCA_000474035.1_ASM47403v1.AGX35012.1,False
GCA_000474035.1_ASM47403v1.AGX35015.1,False
GCA_000474035.1_ASM47403v1.AGX35024.1,False
GCA_000474035.1_ASM47403v1.AGX35025.1,False
GCA_000474035.1_ASM47403v1.AGX35029.1,False
GCA_000474035.1_ASM47403v1.AGX35038.1,False
GCA_000474035.1_ASM47403v1.AGX35053.1,False
GCA_000474035.1_ASM47403v1.AGX35056.1,False
GCA_000474035.1_ASM47403v1.AGX35059.1,False
GCA_000474035.1_ASM47403v1.AGX35064.1,False
GCA_000474035.1_ASM47403v1.AGX35067.1,False
GCA_000474035.1_ASM47403v1.AGX35085.1,False
GCA_000474035.1_ASM47403v1.AGX35091.1,False
GCA_000474035.1_ASM47403v1.AGX35093.1,False
GCA_000474035.1_ASM47403v1.AGX35098.1,False
GCA_000474035.1_ASM47403v1.AGX35104.1,False
GCA_000474035.1_ASM47403v1.AGX35113.1,False
GCA_000474035.1_ASM47403v1.AGX35117.1,False
GCA_000474035.1_ASM47403v1.AGX35122.1,False
GCA_000474035.1_ASM47403v1.AGX35123.1,False
GCA_000474035.1_ASM47403v1.AGX35130.1,False
GCA_000474035.1_ASM47403v1.AGX35134.1,False
GCA_000474035.1_ASM47403v1.AGX35136.1,False
GCA_000474035.1_ASM47403v1.AGX35138.1,False
GCA_000474035.1_ASM47403v1.AGX35144.1,False
GCA_000474035.1_ASM47403v1.AGX35147.1,False
GCA_000474035.1_ASM47403v1.AGX35152.1,False
GCA_000474035.1_ASM47403v1.AGX35163.1,False
GCA_000474035.1_ASM47403v1.AGX35174.1,False
GCA_000474035.1_ASM47403v1.AGX35177.1,False
GCA_000474035.1_ASM47403v1.AGX35182.1,False
GCA_000474035.1_ASM47403v1.AGX35200.1,False
GCA_000474035.1_ASM47403v1.AGX35204.1,False
GCA_000474035.1_ASM47403v1.AGX35212.1,False
GCA_000474035.1_ASM47403v1.AGX35215.1,False
GCA_000474035.1_ASM47403v1.AGX35218.1,False
GCA_000474035.1_ASM47403v1.AGX35219.1,False
GCA_000474035.1_ASM47403v1.AGX35228.1,False
GCA_000474035.1_ASM47403v1.AGX35235.1,False
GCA_000474035.1_ASM47403v1.AGX35239.1,False
GCA_000474035.1_ASM47403v1.AGX35245.1,False
GCA_000474035.1_ASM47403v1.AGX35254.1,False
GCA_000474035.1_ASM47403v1.AGX35263.1,False
GCA_000474035.1_ASM47403v1.AGX35265.1,False
GCA_000474035.1_ASM47403v1.AGX35283.1,False
GCA_000474035.1_ASM47403v1.AGX35285.1,True
GCA_000474035.1_ASM47403v1.AGX35286.1,True
GCA_000474035.1_ASM47403v1.AGX35287.1,True
GCA_000474035.1_ASM47403v1.AGX35288.1,True
GCA_000474035.1_ASM47403v1.AGX35289.1,True
GCA_000474035.1_ASM47403v1.AGX35290.1,True
GCA_000474035.1_ASM47403v1.AGX35291.1,True
GCA_000474035.1_ASM47403v1.AGX35292.1,True
GCA_000474035.1_ASM47403v1.AGX35293.1,True
GCA_000474035.1_ASM47403v1.AGX35294.1,True
GCA_000474035.1_ASM47403v1.AGX35295.1,True
GCA_000474035.1_ASM47403v1.AGX35296.1,True
GCA_000474035.1_ASM47403v1.AGX35325.1,False
GCA_000474035.1_ASM47403v1.AGX35328.1,False
GCA_000474035.1_ASM47403v1.AGX35338.1,False
GCA_000474035.1_ASM47403v1.AGX35349.1,False
GCA_000474035.1_ASM47403v1.AGX35350.1,True
GCA_000474035.1_ASM47403v1.AGX35353.1,True
GCA_000474035.1_ASM47403v1.AGX35354.1,True
GCA_000474035.1_ASM47403v1.AGX35361.1,False
GCA_000474035.1_ASM47403v1.AGX35368.1,False
GCA_000474035.1_ASM47403v1.AGX35378.1,False
GCA_000474035.1_ASM47403v1.AGX35381.1,False
GCA_000474035.1_ASM47403v1.AGX35382.1,False
GCA_000474035.1_ASM47403v1.AGX35388.1,False
GCA_000474035.1_ASM47403v1.AGX35389.1,False
GCA_000474035.1_ASM47403v1.AGX35398.1,True
GCA_000474035.1_ASM47403v1.AGX35402.1,False
GCA_000474035.1_ASM47403v1.AGX35403.1,False
GCA_000474035.1_ASM47403v1.AGX35408.1,False
GCA_000474035.1_ASM47403v1.AGX35416.1,False
GCA_000474035.1_ASM47403v1.AGX35423.1,False
GCA_000474035.1_ASM47403v1.AGX35426.1,False
GCA_000474035.1_ASM47403v1.AGX35434.1,False
GCA_000474035.1_ASM47403v1.AGX35442.1,True
GCA_000474035.1_ASM47403v1.AGX35443.1,False
GCA_000474035.1_ASM47403v1.AGX35446.1,False
GCA_000474035.1_ASM47403v1.AGX35447.1,False
GCA_000474035.1_ASM47403v1.AGX35453.1,False
GCA_000474035.1_ASM47403v1.AGX35458.1,False
GCA_000474035.1_ASM47403v1.AGX35476.1,False
GCA_000474035.1_ASM47403v1.AGX35481.1,False
GCA_000474035.1_ASM47403v1.AGX35483.1,True
GCA_000474035.1_ASM47403v1.AGX35484.1,False
GCA_000474035.1_ASM47403v1.AGX35499.1,True
GCA_000474035.1_ASM47403v1.AGX35503.1,False
GCA_000474035.1_ASM47403v1.AGX35508.1,False
GCA_000474035.1_ASM47403v1.AGX35516.1,False
GCA_000474035.1_ASM47403v1.AGX35527.1,False
GCA_000474035.1_ASM47403v1.AGX35528.1,False
GCA_000474035.1_ASM47403v1.AGX35531.1,False
GCA_000474035.1_ASM47403v1.AGX35532.1,False
GCA_000474035.1_ASM47403v1.AGX35533.1,False
GCA_000474035.1_ASM47403v1.AGX35543.1,False
GCA_000474035.1_ASM47403v1.AGX35547.1,False
GCA_000474035.1_ASM47403v1.AGX35549.1,False
GCA_000474035.1_ASM47403v1.AGX35555.1,False
GCA_000474035.1_ASM47403v1.AGX35568.1,False
GCA_000474035.1_ASM47403v1.AGX35572.1,False
GCA_000474035.1_ASM47403v1.AGX35591.1,False
GCA_000474035.1_ASM47403v1.AGX35601.1,False
GCA_000474035.1_ASM47403v1.AGX35602.1,False
GCA_000474035.1_ASM47403v1.AGX35621.1,False
GCA_000474035.1_ASM47403v1.AGX35633.1,False
GCA_000474035.1_ASM47403v1.AGX35645.1,False
GCA_000474035.1_ASM47403v1.AGX35649.1,False
GCA_000474035.1_ASM47403v1.AGX35651.1,False
GCA_000474035.1_ASM47403v1.AGX35652.1,False
GCA_000474035.1_ASM47403v1.AGX35657.1,False
GCA_000474035.1_ASM47403v1.AGX35672.1,False
GCA_000474035.1_ASM47403v1.AGX35673.1,False
GCA_000474035.1_ASM47403v1.AGX35682.1,True
GCA_000474035.1_ASM47403v1.AGX35683.1,False
GCA_000474035.1_ASM47403v1.AGX35684.1,True
GCA_000474035.1_ASM47403v1.AGX35687.1,False
GCA_000474035.1_ASM47403v1.AGX35691.1,False
GCA_000474035.1_ASM47403v1.AGX35693.1,False
GCA_000474035.1_ASM47403v1.AGX35708.1,False
GCA_000474035.1_ASM47403v1.AGX35712.1,False
GCA_000474035.1_ASM47403v1.AGX35714.1,False
GCA_000474035.1_ASM47403v1.AGX35722.1,True
GCA_000474035.1_ASM47403v1.AGX35723.1,False
GCA_000474035.1_ASM47403v1.AGX35739.1,False
GCA_000474035.1_ASM47403v1.AGX35740.1,False
GCA_000474035.1_ASM47403v1.AGX35757.1,False
GCA_000474035.1_ASM47403v1.AGX35761.1,False
GCA_000474035.1_ASM47403v1.AGX35766.1,False
GCA_000474035.1_ASM47403v1.AGX35767.1,False
GCA_000474035.1_ASM47403v1.AGX35772.1,False
GCA_000474035.1_ASM47403v1.AGX35776.1,False
GCA_000474035.1_ASM47403v1.AGX35780.1,False
GCA_000474035.1_ASM47403v1.AGX35782.1,False
GCA_000474035.1_ASM47403v1.AGX35783.1,False
GCA_000474035.1_ASM47403v1.AGX35785.1,False
GCA_000474035.1_ASM47403v1.AGX35787.1,False
GCA_000474035.1_ASM47403v1.AGX35791.1,False
GCA_000474035.1_ASM47403v1.AGX35810.1,False
GCA_000474035.1_ASM47403v1.AGX35819.1,False
GCA_000474035.1_ASM47403v1.AGX35827.1,False
GCA_000474035.1_ASM47403v1.AGX35831.1,False
GCA_000474035.1_ASM47403v1.AGX35832.1,False
GCA_000474035.1_ASM47403v1.AGX35839.1,False
GCA_000474035.1_ASM47403v1.AGX35844.1,False
GCA_000474035.1_ASM47403v1.AGX35852.1,False
GCA_000474035.1_ASM47403v1.AGX35865.1,False
GCA_000474035.1_ASM47403v1.AGX35870.1,False
GCA_000474035.1_ASM47403v1.AGX35879.1,False
GCA_000474035.1_ASM47403v1.AGX35882.1,False
GCA_000474035.1_ASM47403v1.AGX35886.1,False
GCA_000474035.1_ASM47403v1.AGX35894.1,False
GCA_000474035.1_ASM47403v1.AGX35911.1,False
GCA_000474035.1_ASM47403v1.AGX35936.1,False
GCA_000474035.1_ASM47403v1.AGX35944.1,False
GCA_000474035.1_ASM47403v1.AGX35947.1,False
GCA_000474035.1_ASM47403v1.AGX35948.1,False
GCA_000474035.1_ASM47403v1.AGX35950.1,False
GCA_000474035.1_ASM47403v1.AGX35954.1,False
GCA_000474035.1_ASM47403v1.AGX35967.1,False
GCA_000474035.1_ASM47403v1.AGX35969.1,False
GCA_000474035.1_ASM47403v1.AGX35978.1,False
GCA_000474035.1_ASM47403v1.AGX35984.1,False
GCA_000474035.1_ASM47403v1.AGX35987.1,False
GCA_000474035.1_ASM47403v1.AGX35988.1,True
GCA_000474035.1_ASM47403v1.AGX35990.1,True
GCA_000474035.1_ASM47403v1.AGX35991.1,True
GCA_000474035.1_ASM47403v1.AGX36000.1,False
GCA_000474035.1_ASM47403v1.AGX36005.1,False
GCA_000474035.1_ASM47403v1.AGX36006.1,False
GCA_000474035.1_ASM47403v1.AGX36013.1,False
GCA_000474035.1_ASM47403v1.AGX36015.1,False
GCA_000474035.1_ASM47403v1.AGX36021.1,False
GCA_000474035.1_ASM47403v1.AGX36024.1,False
GCA_000474035.1_ASM47403v1.AGX36031.1,False
GCA_000474035.1_ASM47403v1.AGX36033.1,False
GCA_000474035.1_ASM47403v1.AGX36065.1,False
GCA_000474035.1_ASM47403v1.AGX36068.1,False
GCA_000474035.1_ASM47403v1.AGX36078.1,False
GCA_000474035.1_ASM47403v1.AGX36092.1,False
GCA_000474035.1_ASM47403v1.AGX36093.1,False
GCA_000474035.1_ASM47403v1.AGX36098.1,False
GCA_000474035.1_ASM47403v1.AGX36104.1,False
GCA_000474035.1_ASM47403v1.AGX36114.1,False
GCA_000474035.1_ASM47403v1.AGX36121.1,False
GCA_000474035.1_ASM47403v1.AGX36123.1,False
GCA_000474035.1_ASM47403v1.AGX36128.1,False
GCA_000474035.1_ASM47403v1.AGX36132.1,False
GCA_000474035.1_ASM47403v1.AGX36136.1,False
GCA_000474035.1_ASM47403v1.AGX36147.1,False
GCA_000474035.1_ASM47403v1.AGX36148.1,False
GCA_000474035.1_ASM47403v1.AGX36154.1,False
GCA_000474035.1_ASM47403v1.AGX36161.1,False
GCA_000474035.1_ASM47403v1.AGX36162.1,False
GCA_000474035.1_ASM47403v1.AGX36185.1,False
GCA_000474035.1_ASM47403v1.AGX36194.1,False
GCA_000474035.1_ASM47403v1.AGX36198.1,False
GCA_000474035.1_ASM47403v1.AGX36200.1,False
GCA_000474035.1_ASM47403v1.AGX36206.1,False
GCA_000474035.1_ASM47403v1.AGX36209.1,False
GCA_000474035.1_ASM47403v1.AGX36210.1,False
GCA_000474035.1_ASM47403v1.AGX36218.1,False
GCA_000474035.1_ASM47403v1.AGX36220.1,True
GCA_000474035.1_ASM47403v1.AGX36233.1,False
GCA_000474035.1_ASM47403v1.AGX36236.1,False
GCA_000474035.1_ASM47403v1.AGX36237.1,False
GCA_000474035.1_ASM47403v1.AGX36247.1,False
GCA_000474035.1_ASM47403v1.AGX36248.1,False
GCA_000474035.1_ASM47403v1.AGX36250.1,False
GCA_000474035.1_ASM47403v1.AGX36251.1,False
GCA_000474035.1_ASM47403v1.AGX36267.1,False
GCA_000474035.1_ASM47403v1.AGX36268.1,False
GCA_000474035.1_ASM47403v1.AGX36280.1,False
GCA_000474035.1_ASM47403v1.AGX36287.1,False
GCA_000474035.1_ASM47403v1.AGX36290.1,False
GCA_000474035.1_ASM47403v1.AGX36292.1,False
GCA_000808095.1_ASM80809v1.AJA89858.1,False
GCA_000808095.1_ASM80809v1.AJA89861.1,False
GCA_000808095.1_ASM80809v1.AJA89862.1,False
GCA_000808095.1_ASM80809v1.AJA89865.1,False
GCA_000808095.1_ASM80809v1.AJA89867.1,False
GCA_000808095.1_ASM80809v1.AJA89869.1,False
GCA_000808095.1_ASM80809v1.AJA89870.1,False
GCA_000808095.1_ASM80809v1.AJA89871.1,False
GCA_000808095.1_ASM80809v1.AJA89880.1,False
GCA_000808095.1_ASM80809v1.AJA89882.1,False
GCA_000808095.1_ASM80809v1.AJA89883.1,False
GCA_000808095.1_ASM80809v1.AJA89884.1,False
GCA_000808095.1_ASM80809v1.AJA89886.1,False
GCA_000808095.1_ASM80809v1.AJA89887.1,False
GCA_000808095.1_ASM80809v1.AJA89890.1,False
GCA_000808095.1_ASM80809v1.AJA89891.1,False
GCA_000808095.1_ASM80809v1.AJA89898.1,False
GCA_000808095.1_ASM80809v1.AJA89901.1,False
GCA_000808095.1_ASM80809v1.AJA89905.1,False
GCA_000808095.1_ASM80809v1.AJA89907.1,False
GCA_000808095.1_ASM80809v1.AJA89908.1,True
GCA_000808095.1_ASM80809v1.AJA89910.1,False
GCA_000808095.1_ASM80809v1.AJA89914.1,False
GCA_000808095.1_ASM80809v1.AJA89917.1,False
GCA_000808095.1_ASM80809v1.AJA89919.1,False
GCA_000808095.1_ASM80809v1.AJA89921.1,False
GCA_000808095.1_ASM80809v1.AJA89923.1,False
GCA_000808095.1_ASM80809v1.AJA89924.1,False
GCA_000808095.1_ASM80809v1.AJA89927.1,False
GCA_000808095.1_ASM80809v1.AJA89928.1,False
GCA_000808095.1_ASM80809v1.AJA89929.1,False
GCA_000808095.1_ASM80809v1.AJA89932.1,False
GCA_000808095.1_ASM80809v1.AJA89937.1,False
GCA_000808095.1_ASM80809v1.AJA89940.1,True
GCA_000808095.1_ASM80809v1.AJA89945.1,False
GCA_000808095.1_ASM80809v1.AJA89948.1,False
GCA_000808095.1_ASM80809v1.AJA89959.1,False
GCA_000808095.1_ASM80809v1.AJA89961.1,False
GCA_000808095.1_ASM80809v1.AJA89973.1,False
GCA_000808095.1_ASM80809v1.AJA89975.1,False
GCA_000808095.1_ASM80809v1.AJA89977.1,False
GCA_000808095.1_ASM80809v1.AJA89978.1,False
GCA_000808095.1_ASM80809v1.AJA89980.1,False
GCA_000808095.1_ASM80809v1.AJA89988.1,False
GCA_000808095.1_ASM80809v1.AJA89989.1,False
GCA_000808095.1_ASM80809v1.AJA89994.1,False
GCA_000808095.1_ASM80809v1.AJA90000.1,False
GCA_000808095.1_ASM80809v1.AJA90001.1,False
GCA_000808095.1_ASM80809v1.AJA90002.1,False
GCA_000808095.1_ASM80809v1.AJA90004.1,False
GCA_000808095.1_ASM80809v1.AJA90007.1,False
GCA_000808095.1_ASM80809v1.AJA90010.1,False
GCA_000808095.1_ASM80809v1.AJA90016.1,False
GCA_000808095.1_ASM80809v1.AJA90017.1,False
GCA_000808095.1_ASM80809v1.AJA90018.1,False
GCA_000808095.1_ASM80809v1.AJA90021.1,False
GCA_000808095.1_ASM80809v1.AJA90023.1,False
GCA_000808095.1_ASM80809v1.AJA90026.1,True
GCA_000808095.1_ASM80809v1.AJA90031.1,False
GCA_000808095.1_ASM80809v1.AJA90039.1,False
GCA_000808095.1_ASM80809v1.AJA90041.1,True
GCA_000808095.1_ASM80809v1.AJA90044.1,False
GCA_000808095.1_ASM80809v1.AJA90050.1,False
GCA_000808095.1_ASM80809v1.AJA90055.1,False
GCA_000808095.1_ASM80809v1.AJA90060.1,True
GCA_000808095.1_ASM80809v1.AJA90061.1,False
GCA_000808095.1_ASM80809v1.AJA90062.1,False
GCA_000808095.1_ASM80809v1.AJA90072.1,False
GCA_000808095.1_ASM80809v1.AJA90076.1,True
GCA_000808095.1_ASM80809v1.AJA90078.1,False
GCA_000808095.1_ASM80809v1.AJA90079.1,False
GCA_000808095.1_ASM80809v1.AJA90082.1,False
GCA_000808095.1_ASM80809v1.AJA90084.1,False
GCA_000808095.1_ASM80809v1.AJA90085.1,False
GCA_000808095.1_ASM80809v1.AJA90086.1,False
GCA_000808095.1_ASM80809v1.AJA90088.1,False
GCA_000808095.1_ASM80809v1.AJA90089.1,False
GCA_000808095.1_ASM80809v1.AJA90090.1,True
GCA_000808095.1_ASM80809v1.AJA90091.1,False
GCA_000808095.1_ASM80809v1.AJA90092.1,False
GCA_000808095.1_ASM80809v1.AJA90094.1,False
GCA_000808095.1_ASM80809v1.AJA90095.1,False
GCA_000808095.1_ASM80809v1.AJA90098.1,True
GCA_000808095.1_ASM80809v1.AJA90099.1,False
GCA_000808095.1_ASM80809v1.AJA90100.1,True
GCA_000808095.1_ASM80809v1.AJA90101.1,True
GCA_000808095.1_ASM80809v1.AJA90102.1,True
GCA_000808095.1_ASM80809v1.AJA90103.1,True
GCA_000808095.1_ASM80809v1.AJA90104.1,False
GCA_000808095.1_ASM80809v1.AJA90105.1,True
GCA_000808095.1_ASM80809v1.AJA90106.1,True
GCA_000808095.1_ASM80809v1.AJA90109.1,False
GCA_000808095.1_ASM80809v1.AJA90111.1,True
GCA_000808095.1_ASM80809v1.AJA90112.1,False
GCA_000808095.1_ASM80809v1.AJA90114.1,False
GCA_000808095.1_ASM80809v1.AJA90116.1,True
GCA_000808095.1_ASM80809v1.AJA90118.1,False
GCA_000808095.1_ASM80809v1.AJA90119.1,True
GCA_000808095.1_ASM80809v1.AJA90120.1,True
GCA_000808095.1_ASM80809v1.AJA90121.1,True
GCA_000808095.1_ASM80809v1.AJA90122.1,True
GCA_000808095.1_ASM80809v1.AJA90125.1,False
GCA_000808095.1_ASM80809v1.AJA90126.1,False
GCA_000808095.1_ASM80809v1.AJA90127.1,False
GCA_000808095.1_ASM80809v1.AJA90129.1,False
GCA_000808095.1_ASM80809v1.AJA90133.1,False
GCA_000808095.1_ASM80809v1.AJA90135.1,False
GCA_000808095.1_ASM80809v1.AJA90137.1,False
GCA_000808095.1_ASM80809v1.AJA90139.1,False
GCA_000808095.1_ASM80809v1.AJA90143.1,False
GCA_000808095.1_ASM80809v1.AJA90144.1,False
GCA_000808095.1_ASM80809v1.AJA90145.1,False
GCA_000808095.1_ASM80809v1.AJA90152.1,False
GCA_000808095.1_ASM80809v1.AJA90157.1,False
GCA_000808095.1_ASM80809v1.AJA90161.1,False
GCA_000808095.1_ASM80809v1.AJA90162.1,False
GCA_000808095.1_ASM80809v1.AJA90163.1,False
GCA_000808095.1_ASM80809v1.AJA90168.1,False
GCA_000808095.1_ASM80809v1.AJA90169.1,False
GCA_000808095.1_ASM80809v1.AJA90170.1,False
GCA_000808095.1_ASM80809v1.AJA90173.1,False
GCA_000808095.1_ASM80809v1.AJA90174.1,False
GCA_000808095.1_ASM80809v1.AJA90176.1,False
GCA_000808095.1_ASM80809v1.AJA90183.1,True
GCA_000808095.1_ASM80809v1.AJA90184.1,False
GCA_000808095.1_ASM80809v1.AJA90189.1,False
GCA_000808095.1_ASM80809v1.AJA90193.1,False
GCA_000808095.1_ASM80809v1.AJA90197.1,False
GCA_000808095.1_ASM80809v1.AJA90205.1,False
GCA_000808095.1_ASM80809v1.AJA90206.1,False
GCA_000808095.1_ASM80809v1.AJA90209.1,False
GCA_000808095.1_ASM80809v1.AJA90210.1,False
GCA_000808095.1_ASM80809v1.AJA90211.1,False
GCA_000808095.1_ASM80809v1.AJA90221.1,False
GCA_000808095.1_ASM80809v1.AJA90223.1,False
GCA_000808095.1_ASM80809v1.AJA90224.1,False
GCA_000808095.1_ASM80809v1.AJA90227.1,False
GCA_000808095.1_ASM80809v1.AJA90228.1,False
GCA_000808095.1_ASM80809v1.AJA90232.1,False
GCA_000808095.1_ASM80809v1.AJA90237.1,False
GCA_000808095.1_ASM80809v1.AJA90240.1,False
GCA_000808095.1_ASM80809v1.AJA90241.1,False
GCA_000808095.1_ASM80809v1.AJA90245.1,True
GCA_000808095.1_ASM80809v1.AJA90249.1,False
GCA_000808095.1_ASM80809v1.AJA90250.1,False
GCA_000808095.1_ASM80809v1.AJA90251.1,False
GCA_000808095.1_ASM80809v1.AJA90252.1,False
GCA_000808095.1_ASM80809v1.AJA90261.1,False
GCA_000808095.1_ASM80809v1.AJA90264.1,False
GCA_000808095.1_ASM80809v1.AJA90266.1,False
GCA_000808095.1_ASM80809v1.AJA90267.1,False
GCA_000808095.1_ASM80809v1.AJA90271.1,False
GCA_000808095.1_ASM80809v1.AJA90272.1,False
GCA_000808095.1_ASM80809v1.AJA90273.1,False
GCA_000808095.1_ASM80809v1.AJA90275.1,False
GCA_000808095.1_ASM80809v1.AJA90276.1,False
GCA_000808095.1_ASM80809v1.AJA90278.1,False
GCA_000808095.1_ASM80809v1.AJA90280.1,False
GCA_000808095.1_ASM80809v1.AJA90286.1,False
GCA_000808095.1_ASM80809v1.AJA90293.1,False
GCA_000808095.1_ASM80809v1.AJA90295.1,False
GCA_000808095.1_ASM80809v1.AJA90300.1,False
GCA_000808095.1_ASM80809v1.AJA90302.1,False
GCA_000808095.1_ASM80809v1.AJA90307.1,False
GCA_000808095.1_ASM80809v1.AJA90308.1,False
GCA_000808095.1_ASM80809v1.AJA90309.1,False
GCA_000808095.1_ASM80809v1.AJA90315.1,False
GCA_000808095.1_ASM80809v1.AJA90318.1,False
GCA_000808095.1_ASM80809v1.AJA90319.1,False
GCA_000808095.1_ASM80809v1.AJA90320.1,False
GCA_000808095.1_ASM80809v1.AJA90323.1,False
GCA_000808095.1_ASM80809v1.AJA90332.1,False
GCA_000808095.1_ASM80809v1.AJA90337.1,False
GCA_000808095.1_ASM80809v1.AJA90338.1,True
GCA_000808095.1_ASM80809v1.AJA90339.1,False
GCA_000808095.1_ASM80809v1.AJA90340.1,False
GCA_000808095.1_ASM80809v1.AJA90343.1,True
GCA_000808095.1_ASM80809v1.AJA90345.1,False
GCA_000808095.1_ASM80809v1.AJA90346.1,False
GCA_000808095.1_ASM80809v1.AJA90347.1,False
GCA_000808095.1_ASM80809v1.AJA90349.1,False
GCA_000808095.1_ASM80809v1.AJA90350.1,False
GCA_000808095.1_ASM80809v1.AJA90352.1,False
GCA_000808095.1_ASM80809v1.AJA90353.1,False
GCA_000808095.1_ASM80809v1.AJA90356.1,False
GCA_000808095.1_ASM80809v1.AJA90359.1,False
GCA_000808095.1_ASM80809v1.AJA90362.1,False
GCA_000808095.1_ASM80809v1.AJA90365.1,False
GCA_000808095.1_ASM80809v1.AJA90371.1,False
GCA_000808095.1_ASM80809v1.AJA90372.1,False
GCA_000808095.1_ASM80809v1.AJA90382.1,False
GCA_000808095.1_ASM80809v1.AJA90383.1,False
GCA_000808095.1_ASM80809v1.AJA90386.1,False
GCA_000808095.1_ASM80809v1.AJA90387.1,False
GCA_000808095.1_ASM80809v1.AJA90390.1,False
GCA_000808095.1_ASM80809v1.AJA90393.1,False
GCA_000808095.1_ASM80809v1.AJA90402.1,False
GCA_000808095.1_ASM80809v1.AJA90403.1,False
GCA_000808095.1_ASM80809v1.AJA90410.1,False
GCA_000808095.1_ASM80809v1.AJA90412.1,False
GCA_000808095.1_ASM80809v1.AJA90414.1,False
GCA_000808095.1_ASM80809v1.AJA90415.1,False
GCA_000808095.1_ASM80809v1.AJA90418.1,False
GCA_000808095.1_ASM80809v1.AJA90419.1,False
GCA_000808095.1_ASM80809v1.AJA90420.1,False
GCA_000808095.1_ASM80809v1.AJA90421.1,False
GCA_000808095.1_ASM80809v1.AJA90423.1,False
GCA_000808095.1_ASM80809v1.AJA90429.1,False
GCA_000808095.1_ASM80809v1.AJA90437.1,False
GCA_000808095.1_ASM80809v1.AJA90439.1,False
GCA_000808095.1_ASM80809v1.AJA90448.1,False
GCA_000808095.1_ASM80809v1.AJA90449.1,False
GCA_000808095.1_ASM80809v1.AJA90450.1,False
GCA_000808095.1_ASM80809v1.AJA90454.1,False
GCA_000808095.1_ASM80809v1.AJA90456.1,False
GCA_000808095.1_ASM80809v1.AJA90457.1,False
GCA_000808095.1_ASM80809v1.AJA90458.1,False
GCA_000808095.1_ASM80809v1.AJA90465.1,False
GCA_000808095.1_ASM80809v1.AJA90467.1,False
GCA_000808095.1_ASM80809v1.AJA90469.1,False
GCA_000808095.1_ASM80809v1.AJA90470.1,False
GCA_000808095.1_ASM80809v1.AJA90472.1,False
GCA_000808095.1_ASM80809v1.AJA90474.1,False
GCA_000808095.1_ASM80809v1.AJA90475.1,False
GCA_000808095.1_ASM80809v1.AJA90477.1,False
GCA_000808095.1_ASM80809v1.AJA90478.1,False
GCA_000808095.1_ASM80809v1.AJA90479.1,False
GCA_000808095.1_ASM80809v1.AJA90482.1,False
GCA_000808095.1_ASM80809v1.AJA90490.1,False
GCA_000808095.1_ASM80809v1.AJA90494.1,False
GCA_000808095.1_ASM80809v1.AJA90497.1,False
GCA_000808095.1_ASM80809v1.AJA90498.1,False
GCA_000808095.1_ASM80809v1.AJA90499.1,True
GCA_000808095.1_ASM80809v1.AJA90502.1,False
GCA_000808095.1_ASM80809v1.AJA90503.1,False
GCA_000808095.1_ASM80809v1.AJA90505.1,False
GCA_000808095.1_ASM80809v1.AJA90508.1,False
GCA_000808095.1_ASM80809v1.AJA90517.1,False
GCA_000808095.1_ASM80809v1.AJA90518.1,False
GCA_000808095.1_ASM80809v1.AJA90519.1,False
GCA_000808095.1_ASM80809v1.AJA90520.1,False
GCA_000808095.1_ASM80809v1.AJA90521.1,False
GCA_000808095.1_ASM80809v1.AJA90522.1,False
GCA_000808095.1_ASM80809v1.AJA90523.1,False
GCA_000808095.1_ASM80809v1.AJA90524.1,False
GCA_000808095.1_ASM80809v1.AJA90527.1,False
GCA_000808095.1_ASM80809v1.AJA90528.1,False
GCA_000808095.1_ASM80809v1.AJA90529.1,False
GCA_000808095.1_ASM80809v1.AJA90537.1,False
GCA_000808095.1_ASM80809v1.AJA90538.1,False
GCA_000808095.1_ASM80809v1.AJA90540.1,False
GCA_000808095.1_ASM80809v1.AJA90541.1,False
GCA_000808095.1_ASM80809v1.AJA90546.1,False
GCA_000808095.1_ASM80809v1.AJA90547.1,False
GCA_000808095.1_ASM80809v1.AJA90550.1,False
GCA_000808095.1_ASM80809v1.AJA90552.1,False
GCA_000808095.1_ASM80809v1.AJA90558.1,False
GCA_000808095.1_ASM80809v1.AJA90565.1,False
GCA_000808095.1_ASM80809v1.AJA90567.1,False
GCA_000808095.1_ASM80809v1.AJA90569.1,False
GCA_000808095.1_ASM80809v1.AJA90571.1,False
